gene,transmissibility,n_amplified_cases,n_rows,meets_primary_20,meets_relaxed_10
BCKDHB,0.05263157894736842,57,57,True,True
BCKDK,0.4727272727272727,110,110,True,True
BCL10,0.8833333333333333,60,60,True,True
BCL2L1,0.4647058823529412,170,170,True,True
BCL2L13,0.3157894736842105,76,76,True,True
BCL7A,0.29591836734693877,98,98,True,True
BCL7B,0.16129032258064516,217,217,True,True
BCL7C,0.24770642201834864,109,109,True,True
BCL9L,0.7746478873239436,71,71,True,True
BCLAF1,0.82,50,50,True,True
BCR,0.36486486486486486,74,74,True,True
BCS1L,0.1927710843373494,83,83,True,True
BDH1,0.27380952380952384,168,168,True,True
BDH2,0.06382978723404255,47,47,True,True
BECN1,0.11214953271028037,107,107,True,True
BEND3,0.5918367346938775,49,49,True,True
BET1,0.6244343891402715,221,221,True,True
BET1L,0.7450980392156863,51,51,True,True
BICC1,0.34285714285714286,70,70,True,True
BICD1,0.4866666666666667,150,150,True,True
BICD2,0.6610169491525424,59,59,True,True
BID,0.6533333333333333,75,75,True,True
BIN1,0.047619047619047616,105,105,True,True
BIN2,0.25892857142857145,112,112,True,True
BIN3,0.15254237288135594,59,59,True,True
BIRC2,0.5238095238095238,84,84,True,True
BIRC6,0.7094017094017094,117,117,True,True
BLMH,0.3541666666666667,96,96,True,True
BLNK,0.5932203389830508,59,59,True,True
BLOC1S1,0.23275862068965517,116,116,True,True
BLOC1S2,0.38596491228070173,57,57,True,True
BLOC1S3,0.3020833333333333,96,96,True,True
BLOC1S4,0.375,56,56,True,True
BLOC1S5,0.44565217391304346,92,92,True,True
BLOC1S6,0.43137254901960786,51,51,True,True
BLVRA,0.35135135135135137,222,222,True,True
BLVRB,0.06779661016949153,118,118,True,True
BMP2K,0.41935483870967744,62,62,True,True
BMS1,0.8481012658227848,79,79,True,True
BNIP1,0.45384615384615384,130,130,True,True
BNIP2,0.07272727272727272,55,55,True,True
BOD1,0.5390625,128,128,True,True
BOD1L1,0.8305084745762712,59,59,True,True
BOLA1,0.30927835051546393,194,194,True,True
BOLA2,0.8928571428571429,112,112,True,True
BOLA3,0.4083333333333333,120,120,True,True
BOP1,0.9090909090909091,165,165,True,True
BPGM,0.07211538461538461,208,208,True,True
BPHL,0.33707865168539325,89,89,True,True
BPI,0.2953020134228188,149,149,True,True
BPNT1,0.3989071038251366,183,183,True,True
BPTF,0.912,125,125,True,True
BRAF,0.21674876847290642,203,203,True,True
BRAP,0.81,100,100,True,True
BRAT1,0.5426008968609866,223,223,True,True
BRD1,0.5333333333333333,60,60,True,True
BRD2,0.7551020408163265,98,98,True,True
BRD3,0.3148148148148148,54,54,True,True
BRD4,0.6451612903225806,93,93,True,True
BRD7,0.5869565217391305,92,92,True,True
BRD8,0.6371681415929203,113,113,True,True
BRD9,0.4973821989528796,191,191,True,True
BRF1,0.4117647058823529,85,85,True,True
BRI3,0.18468468468468469,222,222,True,True
BRIX1,0.9047619047619048,189,189,True,True
BRK1,0.09803921568627451,51,51,True,True
BRMS1L,0.3684210526315789,114,114,True,True
BROX,0.7923497267759563,183,183,True,True
BRPF1,0.4423076923076923,52,52,True,True
BRWD1,0.6176470588235294,68,68,True,True
BSCL2,0.3950617283950617,81,81,True,True
BSDC1,0.609375,64,64,True,True
BSG,0.6623376623376623,77,77,True,True
BST1,0.08196721311475409,61,61,True,True
BST2,0.18947368421052632,95,95,True,True
BTAF1,0.9322033898305084,59,59,True,True
BTBD1,0.3333333333333333,66,66,True,True
BTBD2,0.37662337662337664,77,77,True,True
BTD,0.041666666666666664,48,48,True,True
BTF3,0.686046511627907,86,86,True,True
BTF3L4,0.6307692307692307,65,65,True,True
BTN2A1,0.10752688172043011,93,93,True,True
BTN3A3,0.010752688172043012,93,93,True,True
BUB3,0.8412698412698413,63,63,True,True
BUD13,0.821917808219178,73,73,True,True
BUD31,0.7181818181818181,220,220,True,True
BYSL,0.8181818181818182,110,110,True,True
BZW1,0.9489795918367347,98,98,True,True
BZW2,0.9173913043478261,230,230,True,True
C11orf54,0.03529411764705882,85,85,True,True
C11orf58,0.6,65,65,True,True
C11orf68,0.1326530612244898,98,98,True,True
C11orf96,0.03125,64,64,True,True
C11orf98,0.5822784810126582,79,79,True,True
C12orf10,0.7927927927927928,111,111,True,True
C12orf29,0.5825242718446602,103,103,True,True
C12orf4,0.027972027972027972,143,143,True,True
C12orf43,0.8367346938775511,98,98,True,True
C12orf45,0.8217821782178217,101,101,True,True
C12orf57,0.5588235294117647,136,136,True,True
C15orf40,0.12307692307692308,65,65,True,True
C16orf58,0.4811320754716981,106,106,True,True
C16orf70,0.09473684210526316,95,95,True,True
C17orf49,0.5609756097560976,41,41,True,True
C17orf75,0.75,100,100,True,True
C17orf80,0.4583333333333333,120,120,True,True
C17orf97,0.3023255813953488,43,43,True,True
C18orf25,0.6,60,60,True,True
C18orf32,0.4,55,55,True,True
C19orf12,0.22900763358778625,131,131,True,True
C19orf25,0.12987012987012986,77,77,True,True
C19orf33,0.42857142857142855,126,126,True,True
C19orf47,0.8016528925619835,121,121,True,True
C19orf53,0.13095238095238096,84,84,True,True
C1D,0.488,125,125,True,True
C1GALT1,0.388646288209607,229,229,True,True
C1QA,0.09375,64,64,True,True
C1QB,0.078125,64,64,True,True
C1QBP,0.43902439024390244,41,41,True,True
C1QC,0.109375,64,64,True,True
C1QTNF3,0.45698924731182794,186,186,True,True
C1R,0.19117647058823528,136,136,True,True
C1RL,0.08088235294117647,136,136,True,True
C1S,0.16911764705882354,136,136,True,True
C1orf122,0.775,80,80,True,True
C1orf174,0.5901639344262295,61,61,True,True
C1orf198,0.04371584699453552,183,183,True,True
C1orf35,0.8296703296703297,182,182,True,True
C1orf50,0.6395348837209303,86,86,True,True
C1orf52,0.6166666666666667,60,60,True,True
C2,0.0707070707070707,99,99,True,True
C20orf27,0.3007518796992481,133,133,True,True
C2CD2,0.21212121212121213,66,66,True,True
C2CD2L,0.07142857142857142,70,70,True,True
C2CD5,0.26573426573426573,143,143,True,True
C2orf49,0.5943396226415094,106,106,True,True
C2orf69,0.3333333333333333,99,99,True,True
C2orf76,0.11214953271028037,107,107,True,True
C3,0.0547945205479452,73,73,True,True
C3orf38,0.5151515151515151,66,66,True,True
C4B,0.05102040816326531,98,98,True,True
C4BPA,0.08947368421052632,190,190,True,True
C4BPB,0.04736842105263158,190,190,True,True
C4orf33,0.24489795918367346,49,49,True,True
C5,0.017857142857142856,56,56,True,True
C5orf22,0.6595744680851063,188,188,True,True
C5orf24,0.1743119266055046,109,109,True,True
C5orf51,0.7081081081081081,185,185,True,True
C6,0.05913978494623656,186,186,True,True
C6orf203,0.1836734693877551,49,49,True,True
C6orf47,0.31,100,100,True,True
C7,0.03723404255319149,188,188,True,True
C7orf25,0.20179372197309417,223,223,True,True
C7orf26,0.2599118942731278,227,227,True,True
C7orf50,0.527027027027027,222,222,True,True
C8A,0.15625,64,64,True,True
C8B,0.125,64,64,True,True
C8G,0.047619047619047616,63,63,True,True
C8orf33,0.5251396648044693,179,179,True,True
C8orf37,0.24848484848484848,165,165,True,True
C8orf82,0.21428571428571427,168,168,True,True
C9,0.06315789473684211,190,190,True,True
C9orf16,0.19672131147540983,61,61,True,True
C9orf64,0.23728813559322035,59,59,True,True
C9orf78,0.7457627118644068,59,59,True,True
CA1,0.03289473684210526,152,152,True,True
CA12,0.2222222222222222,54,54,True,True
CA13,0.4276315789473684,152,152,True,True
CA2,0.02631578947368421,152,152,True,True
CA3,0.02631578947368421,152,152,True,True
CA4,0.00819672131147541,122,122,True,True
CA9,0.6172839506172839,81,81,True,True
CAAP1,0.4897959183673469,49,49,True,True
CAB39,0.12195121951219512,82,82,True,True
CAB39L,0.0,48,48,True,True
CABIN1,0.5068493150684932,73,73,True,True
CABLES1,0.09174311926605505,109,109,True,True
CACNA2D1,0.1318181818181818,220,220,True,True
CACTIN,0.6891891891891891,74,74,True,True
CACUL1,0.8095238095238095,63,63,True,True
CACYBP,0.7939698492462312,199,199,True,True
CAD,0.9217391304347826,115,115,True,True
CADM1,0.05714285714285714,70,70,True,True
CADM4,0.10204081632653061,98,98,True,True
CADPS2,0.09852216748768473,203,203,True,True
CALB2,0.17708333333333334,96,96,True,True
CALCOCO1,0.12389380530973451,113,113,True,True
CALCOCO2,0.25,116,116,True,True
CALD1,0.12135922330097088,206,206,True,True
CALM1,0.012048192771084338,83,83,True,True
CALML3,0.19767441860465115,86,86,True,True
CALR,0.6162790697674418,86,86,True,True
CALU,0.8774509803921569,204,204,True,True
CAMK1,0.09803921568627451,51,51,True,True
CAMK1D,0.3176470588235294,85,85,True,True
CAMK2D,0.19607843137254902,51,51,True,True
CAMK2G,0.057971014492753624,69,69,True,True
CAMK4,0.056179775280898875,89,89,True,True
CAMKK2,0.1134020618556701,97,97,True,True
CAMLG,0.5596330275229358,109,109,True,True
CAMP,0.2558139534883721,43,43,True,True
CAMSAP1,0.5272727272727272,55,55,True,True
CAMSAP2,0.38219895287958117,191,191,True,True
CAMSAP3,0.33766233766233766,77,77,True,True
CAND1,0.6850393700787402,127,127,True,True
CAND2,0.08333333333333333,48,48,True,True
CANT1,0.7207207207207207,111,111,True,True
CANX,0.8045112781954887,133,133,True,True
CAP1,0.39325842696629215,89,89,True,True
CAP2,0.01020408163265306,98,98,True,True
CAPG,0.23770491803278687,122,122,True,True
CAPN1,0.2765957446808511,94,94,True,True
CAPN15,0.6262626262626263,99,99,True,True
CAPN2,0.049723756906077346,181,181,True,True
CAPN5,0.2127659574468085,94,94,True,True
CAPN7,0.3541666666666667,48,48,True,True
CAPNS1,0.12903225806451613,124,124,True,True
CAPRIN1,0.859375,64,64,True,True
CAPS,0.056338028169014086,71,71,True,True
CAPZA1,0.5166666666666667,60,60,True,True
CAPZA2,0.03365384615384615,208,208,True,True
CAPZB,0.2,65,65,True,True
CARD11,0.5511111111111111,225,225,True,True
CARD6,0.2872340425531915,188,188,True,True
CARD8,0.20689655172413793,87,87,True,True
CARD9,0.19672131147540983,61,61,True,True
CARHSP1,0.28703703703703703,108,108,True,True
CARM1,0.788235294117647,85,85,True,True
CARS,0.6938775510204082,49,49,True,True
CARS2,0.26582278481012656,79,79,True,True
CASC3,0.6371681415929203,113,113,True,True
CASC4,0.5510204081632653,49,49,True,True
CASKIN2,0.023809523809523808,126,126,True,True
CASP1,0.2631578947368421,76,76,True,True
CASP10,0.4479166666666667,96,96,True,True
CASP2,0.8829268292682927,205,205,True,True
CASP3,0.9,50,50,True,True
CASP4,0.5394736842105263,76,76,True,True
CASP6,0.6595744680851063,47,47,True,True
CASP7,0.7166666666666667,60,60,True,True
CASP8,0.6666666666666666,96,96,True,True
CASP9,0.27941176470588236,68,68,True,True
CAST,0.41379310344827586,87,87,True,True
CAT,0.06153846153846154,65,65,True,True
CAV1,0.09178743961352658,207,207,True,True
CAV2,0.052884615384615384,208,208,True,True
CBFB,0.9578947368421052,95,95,True,True
CBL,0.11428571428571428,70,70,True,True
CBLB,0.6788990825688074,109,109,True,True
CBLL1,0.49295774647887325,213,213,True,True
CBR1,0.2054794520547945,73,73,True,True
CBR3,0.3698630136986301,73,73,True,True
CBR4,0.0625,48,48,True,True
CBX1,0.39473684210526316,114,114,True,True
CBX3,0.7860262008733624,229,229,True,True
CBX4,0.7876106194690266,113,113,True,True
CBX5,0.7241379310344828,116,116,True,True
CBX6,0.24561403508771928,57,57,True,True
CBX8,0.8214285714285714,112,112,True,True
CC2D1A,0.5813953488372093,86,86,True,True
CC2D1B,0.16923076923076924,65,65,True,True
CCAR1,0.782608695652174,69,69,True,True
CCAR2,0.6779661016949152,59,59,True,True
CCDC102A,0.052083333333333336,96,96,True,True
CCDC115,0.23529411764705882,102,102,True,True
CCDC117,0.8260869565217391,69,69,True,True
CCDC12,0.4888888888888889,45,45,True,True
CCDC124,0.7333333333333333,90,90,True,True
CCDC127,0.4308510638297872,188,188,True,True
CCDC134,0.8305084745762712,59,59,True,True
CCDC174,0.4897959183673469,49,49,True,True
CCDC186,0.39344262295081966,61,61,True,True
CCDC25,0.6166666666666667,60,60,True,True
CCDC28A,0.10204081632653061,49,49,True,True
CCDC43,0.7962962962962963,108,108,True,True
CCDC47,0.7317073170731707,123,123,True,True
CCDC50,0.07878787878787878,165,165,True,True
CCDC51,0.27906976744186046,43,43,True,True
CCDC58,0.5702479338842975,121,121,True,True
CCDC6,0.7205882352941176,68,68,True,True
CCDC61,0.2222222222222222,90,90,True,True
CCDC8,0.16470588235294117,85,85,True,True
CCDC80,0.8018018018018018,111,111,True,True
CCDC82,0.2,85,85,True,True
CCDC86,0.9230769230769231,78,78,True,True
CCDC88A,0.1487603305785124,121,121,True,True
CCDC88B,0.1511627906976744,86,86,True,True
CCDC88C,0.47619047619047616,84,84,True,True
CCDC9,0.27380952380952384,84,84,True,True
CCDC90B,0.25555555555555554,90,90,True,True
CCDC91,0.2953020134228188,149,149,True,True
CCDC92,0.0851063829787234,94,94,True,True
CCDC93,0.0,107,107,True,True
CCDC97,0.6078431372549019,102,102,True,True
CCL14,0.0,102,102,True,True
CCL18,0.11650485436893204,103,103,True,True
CCL5,0.12745098039215685,102,102,True,True
CCM2,0.5357142857142857,224,224,True,True
CCNH,0.5542168674698795,83,83,True,True
CCNK,0.8192771084337349,83,83,True,True
CCNL1,0.4088050314465409,159,159,True,True
CCNT1,0.9285714285714286,112,112,True,True
CCNT2,0.5510204081632653,98,98,True,True
CCNY,0.15294117647058825,85,85,True,True
CCPG1,0.4339622641509434,53,53,True,True
CCS,0.12380952380952381,105,105,True,True
CCT2,0.6304347826086957,138,138,True,True
CCT3,0.655,200,200,True,True
CCT4,0.6209677419354839,124,124,True,True
CCT5,0.6595744680851063,188,188,True,True
CCT6A,0.45535714285714285,224,224,True,True
CCT7,0.5983606557377049,122,122,True,True
CCT8,0.7222222222222222,72,72,True,True
CCZ1,0.3185840707964602,226,226,True,True
CD109,0.125,64,64,True,True
CD14,0.27350427350427353,117,117,True,True
CD151,0.26,50,50,True,True
CD163,0.27205882352941174,136,136,True,True
CD180,0.3493975903614458,83,83,True,True
CD2,0.16176470588235295,68,68,True,True
CD200,0.04504504504504504,111,111,True,True
CD209,0.14285714285714285,77,77,True,True
CD248,0.08,100,100,True,True
CD276,0.864406779661017,59,59,True,True
CD2AP,0.4897959183673469,98,98,True,True
CD2BP2,0.8660714285714286,112,112,True,True
CD34,0.010582010582010581,189,189,True,True
CD36,0.05454545454545454,220,220,True,True
CD38,0.5573770491803278,61,61,True,True
CD3EAP,0.5222222222222223,90,90,True,True
CD4,0.23357664233576642,137,137,True,True
CD40,0.4217687074829932,147,147,True,True
CD44,0.4117647058823529,68,68,True,True
CD46,0.3105263157894737,190,190,True,True
CD47,0.1891891891891892,111,111,True,True
CD48,0.2835820895522388,201,201,True,True
CD53,0.2786885245901639,61,61,True,True
CD55,0.09947643979057591,191,191,True,True
CD58,0.3384615384615385,65,65,True,True
CD59,0.12698412698412698,63,63,True,True
CD5L,0.030303030303030304,198,198,True,True
CD63,0.3448275862068966,116,116,True,True
CD74,0.48760330578512395,121,121,True,True
CD81,0.0,46,46,True,True
CD82,0.24242424242424243,66,66,True,True
CD84,0.18407960199004975,201,201,True,True
CD9,0.16428571428571428,140,140,True,True
CD93,0.06,150,150,True,True
CDA,0.31746031746031744,63,63,True,True
CDC123,0.7764705882352941,85,85,True,True
CDC16,0.5394736842105263,76,76,True,True
CDC23,0.672566371681416,113,113,True,True
CDC26,0.39285714285714285,56,56,True,True
CDC27,0.8703703703703703,108,108,True,True
CDC34,0.5974025974025974,77,77,True,True
CDC37,0.47619047619047616,84,84,True,True
CDC37L1,0.5818181818181818,55,55,True,True
CDC40,0.7391304347826086,46,46,True,True
CDC42,0.08064516129032258,62,62,True,True
CDC42BPA,0.21428571428571427,182,182,True,True
CDC42BPB,0.24444444444444444,90,90,True,True
CDC42EP1,0.1111111111111111,54,54,True,True
CDC42EP2,0.031578947368421054,95,95,True,True
CDC42EP4,0.058333333333333334,120,120,True,True
CDC42EP5,0.14736842105263157,95,95,True,True
CDC5L,0.8952380952380953,105,105,True,True
CDC73,0.8253968253968254,189,189,True,True
CDCP1,0.8723404255319149,47,47,True,True
CDH1,0.3617021276595745,94,94,True,True
CDH11,0.32989690721649484,97,97,True,True
CDH13,0.07228915662650602,83,83,True,True
CDH5,0.010638297872340425,94,94,True,True
CDH6,0.1989247311827957,186,186,True,True
CDIPT,0.3333333333333333,111,111,True,True
CDK1,0.9117647058823529,68,68,True,True
CDK11B,0.8260869565217391,69,69,True,True
CDK12,0.9583333333333334,120,120,True,True
CDK13,0.8378378378378378,222,222,True,True
CDK14,0.07692307692307693,221,221,True,True
CDK17,0.06862745098039216,102,102,True,True
CDK18,0.1631578947368421,190,190,True,True
CDK2,0.711864406779661,118,118,True,True
CDK2AP1,0.7010309278350515,97,97,True,True
CDK4,0.4318181818181818,132,132,True,True
CDK5,0.5247524752475248,202,202,True,True
CDK5RAP2,0.4727272727272727,55,55,True,True
CDK5RAP3,0.21052631578947367,114,114,True,True
CDK6,0.32158590308370044,227,227,True,True
CDK7,0.7976190476190477,84,84,True,True
CDK9,0.8253968253968254,63,63,True,True
CDKAL1,0.8297872340425532,94,94,True,True
CDKN1B,0.045454545454545456,132,132,True,True
CDKN2AIP,0.54,50,50,True,True
CDKN2AIPNL,0.37962962962962965,108,108,True,True
CDKN2C,0.15384615384615385,65,65,True,True
CDR2,0.38461538461538464,104,104,True,True
CDR2L,0.2540983606557377,122,122,True,True
CDS1,0.09090909090909091,55,55,True,True
CDS2,0.14814814814814814,135,135,True,True
CDV3,0.6929133858267716,127,127,True,True
CDYL,0.8021978021978022,91,91,True,True
CEACAM1,0.3939393939393939,99,99,True,True
CEBPB,0.45161290322580644,155,155,True,True
CEBPZ,0.9478260869565217,115,115,True,True
CEBPZOS,0.3565217391304348,115,115,True,True
CELF1,0.6984126984126984,63,63,True,True
CELF2,0.05952380952380952,84,84,True,True
CELSR1,0.4482758620689655,58,58,True,True
CENPB,0.8421052631578947,133,133,True,True
CENPC,0.6129032258064516,62,62,True,True
CENPF,0.657608695652174,184,184,True,True
CENPV,0.3829787234042553,47,47,True,True
CEP112,0.11666666666666667,120,120,True,True
CEP120,0.07142857142857142,98,98,True,True
CEP128,0.05263157894736842,76,76,True,True
CEP131,0.808695652173913,115,115,True,True
CEP135,0.037037037037037035,81,81,True,True
CEP152,0.39622641509433965,53,53,True,True
CEP170,0.6236559139784946,186,186,True,True
CEP170B,0.5,84,84,True,True
CEP192,0.37373737373737376,99,99,True,True
CEP250,0.22839506172839505,162,162,True,True
CEP290,0.2647058823529412,102,102,True,True
CEP350,0.4421052631578947,190,190,True,True
CEP41,0.46601941747572817,206,206,True,True
CEP44,0.3673469387755102,49,49,True,True
CEP57,0.09302325581395349,86,86,True,True
CEP68,0.040983606557377046,122,122,True,True
CEP97,0.6697247706422018,109,109,True,True
CEPT1,0.18032786885245902,61,61,True,True
CERS2,0.4595959595959596,198,198,True,True
CERS4,0.189873417721519,79,79,True,True
CES1,0.1276595744680851,94,94,True,True
CES2,0.24210526315789474,95,95,True,True
CETN3,0.2976190476190476,84,84,True,True
CFAP20,0.6631578947368421,95,95,True,True
CFAP36,0.48333333333333334,120,120,True,True
CFAP97,0.34,50,50,True,True
CFB,0.030612244897959183,98,98,True,True
CFD,0.02631578947368421,76,76,True,True
CFDP1,0.8085106382978723,94,94,True,True
CFH,0.04838709677419355,186,186,True,True
CFHR1,0.0223463687150838,179,179,True,True
CFHR2,0.043010752688172046,186,186,True,True
CFHR3,0.0546448087431694,183,183,True,True
CFHR5,0.05913978494623656,186,186,True,True
CFI,0.0425531914893617,47,47,True,True
CFL1,0.7755102040816326,98,98,True,True
CFL2,0.0,109,109,True,True
CGGBP1,0.38235294117647056,68,68,True,True
CGN,0.11616161616161616,198,198,True,True
CGNL1,0.019230769230769232,52,52,True,True
CGREF1,0.6434782608695652,115,115,True,True
CHAMP1,0.6794871794871795,78,78,True,True
CHCHD1,0.2463768115942029,69,69,True,True
CHCHD10,0.36,75,75,True,True
CHCHD2,0.4107142857142857,224,224,True,True
CHCHD3,0.15789473684210525,209,209,True,True
CHCHD4,0.14285714285714285,49,49,True,True
CHCHD5,0.07692307692307693,104,104,True,True
CHCHD6,0.19166666666666668,120,120,True,True
CHCHD7,0.08208955223880597,134,134,True,True
CHD1,0.9540229885057471,87,87,True,True
CHD1L,0.5515463917525774,194,194,True,True
CHD2,0.6619718309859155,71,71,True,True
CHD3,0.5853658536585366,41,41,True,True
CHD4,0.8297872340425532,141,141,True,True
CHD8,0.8958333333333334,96,96,True,True
CHDH,0.12195121951219512,41,41,True,True
CHEK2,0.9705882352941176,68,68,True,True
CHERP,0.7692307692307693,91,91,True,True
CHI3L1,0.3556701030927835,194,194,True,True
CHID1,0.16326530612244897,49,49,True,True
CHIT1,0.14432989690721648,194,194,True,True
