gene,transmissibility,n_amplified_cases,n_rows,meets_primary_20,meets_relaxed_10
RPS25,0.7714285714285715,70,70,True,True
RPS26,0.8,120,120,True,True
RPS27A,0.5333333333333333,120,120,True,True
RPS28,0.620253164556962,79,79,True,True
RPS29,0.6666666666666666,96,96,True,True
RPS3,0.7010309278350515,97,97,True,True
RPS3A,0.5714285714285714,49,49,True,True
RPS5,0.59,100,100,True,True
RPS6,0.5217391304347826,46,46,True,True
RPS6KA1,0.24193548387096775,62,62,True,True
RPS6KA4,0.46511627906976744,86,86,True,True
RPS6KA5,0.30120481927710846,83,83,True,True
RPS6KB1,0.5327868852459017,122,122,True,True
RPS6KB2,0.6788990825688074,109,109,True,True
RPS6KC1,0.11956521739130435,184,184,True,True
RPS7,0.8090909090909091,110,110,True,True
RPS8,0.5411764705882353,85,85,True,True
RPS9,0.4842105263157895,95,95,True,True
RPSA,0.5416666666666666,48,48,True,True
RPTOR,0.22123893805309736,113,113,True,True
RPUSD2,0.6808510638297872,47,47,True,True
RRAD,0.12631578947368421,95,95,True,True
RRAGA,0.08888888888888889,45,45,True,True
RRAGC,0.2289156626506024,83,83,True,True
RRAS,0.03260869565217391,92,92,True,True
RRAS2,0.057971014492753624,69,69,True,True
RRBP1,0.6888888888888889,135,135,True,True
RREB1,0.6521739130434783,92,92,True,True
RRM1,0.8947368421052632,57,57,True,True
RRM2,0.8035714285714286,112,112,True,True
RRM2B,0.37142857142857144,175,175,True,True
RRN3,0.5596330275229358,109,109,True,True
RRP1,0.8857142857142857,70,70,True,True
RRP12,0.9193548387096774,62,62,True,True
RRP15,0.9297297297297298,185,185,True,True
RRP1B,0.9130434782608695,69,69,True,True
RRP7A,0.8,60,60,True,True
RRP8,0.8070175438596491,57,57,True,True
RRP9,0.8260869565217391,46,46,True,True
RRS1,0.6619718309859155,142,142,True,True
RSBN1,0.5901639344262295,61,61,True,True
RSBN1L,0.677570093457944,214,214,True,True
RSF1,0.6947368421052632,95,95,True,True
RSL1D1,0.8240740740740741,108,108,True,True
RSPRY1,0.4489795918367347,98,98,True,True
RSRC1,0.60625,160,160,True,True
RSRC2,0.6185567010309279,97,97,True,True
RSU1,0.0125,80,80,True,True
RTCA,0.20634920634920634,63,63,True,True
RTCB,0.453125,64,64,True,True
RTF1,0.8695652173913043,46,46,True,True
RTKN,0.525,120,120,True,True
RTN1,0.034482758620689655,87,87,True,True
RTN3,0.2289156626506024,83,83,True,True
RTN4,0.1,120,120,True,True
RTN4IP1,0.2708333333333333,48,48,True,True
RUFY1,0.4701492537313433,134,134,True,True
RUFY2,0.34285714285714286,70,70,True,True
RUFY3,0.12121212121212122,66,66,True,True
RUVBL1,0.7459016393442623,122,122,True,True
RUVBL2,0.7272727272727273,88,88,True,True
RWDD1,0.26666666666666666,45,45,True,True
RWDD2B,0.19444444444444445,72,72,True,True
RWDD4,0.6,50,50,True,True
RXRA,0.41818181818181815,55,55,True,True
RXRB,0.5670103092783505,97,97,True,True
RYBP,0.4782608695652174,46,46,True,True
S100A1,0.19072164948453607,194,194,True,True
S100A10,0.05699481865284974,193,193,True,True
S100A11,0.7823834196891192,193,193,True,True
S100A12,0.2422680412371134,194,194,True,True
S100A13,0.31958762886597936,194,194,True,True
S100A16,0.7371134020618557,194,194,True,True
S100A2,0.2923076923076923,195,195,True,True
S100A3,0.046153846153846156,195,195,True,True
S100A4,0.06666666666666667,195,195,True,True
S100A6,0.14358974358974358,195,195,True,True
S100A8,0.29381443298969073,194,194,True,True
S100A9,0.35051546391752575,194,194,True,True
S100B,0.19117647058823528,68,68,True,True
S100P,0.39285714285714285,56,56,True,True
SAA1,0.05,60,60,True,True
SAAL1,0.7704918032786885,61,61,True,True
SACM1L,0.043478260869565216,46,46,True,True
SACS,0.38461538461538464,52,52,True,True
SAE1,0.8214285714285714,84,84,True,True
SAFB,0.6351351351351351,74,74,True,True
SAFB2,0.3918918918918919,74,74,True,True
SAMD1,0.5058823529411764,85,85,True,True
SAMD4A,0.22580645161290322,93,93,True,True
SAMD4B,0.8796992481203008,133,133,True,True
SAMD9,0.6106194690265486,226,226,True,True
SAMD9L,0.30973451327433627,226,226,True,True
SAMHD1,0.17218543046357615,151,151,True,True
SAMM50,0.26785714285714285,56,56,True,True
SAP130,0.38095238095238093,105,105,True,True
SAP18,0.7407407407407407,54,54,True,True
SAP30,0.75,48,48,True,True
SAP30BP,0.864,125,125,True,True
SAP30L,0.13934426229508196,122,122,True,True
SAR1A,0.3235294117647059,68,68,True,True
SAR1B,0.24074074074074073,108,108,True,True
SARAF,0.5172413793103449,58,58,True,True
SARDH,0.018867924528301886,53,53,True,True
SARM1,0.12380952380952381,105,105,True,True
SARNP,0.652542372881356,118,118,True,True
SARS,0.5245901639344263,61,61,True,True
SARS2,0.19696969696969696,132,132,True,True
SART1,0.8163265306122449,98,98,True,True
SART3,0.7572815533980582,103,103,True,True
SASH1,0.10416666666666667,48,48,True,True
SAT2,0.07142857142857142,42,42,True,True
SAV1,0.11578947368421053,95,95,True,True
SBDS,0.16589861751152074,217,217,True,True
SBF1,0.296875,64,64,True,True
SBF2,0.03389830508474576,59,59,True,True
SBNO1,0.9484536082474226,97,97,True,True
SBSPON,0.014084507042253521,142,142,True,True
SCAF1,0.6555555555555556,90,90,True,True
SCAF11,0.8738738738738738,111,111,True,True
SCAF4,0.7972972972972973,74,74,True,True
SCAF8,0.5217391304347826,46,46,True,True
SCAI,0.06557377049180328,61,61,True,True
SCAMP1,0.55,80,80,True,True
SCAMP2,0.23333333333333334,60,60,True,True
SCAMP3,0.7587939698492462,199,199,True,True
SCAMP4,0.22077922077922077,77,77,True,True
SCAPER,0.47540983606557374,61,61,True,True
SCARB1,0.25,96,96,True,True
SCARB2,0.34375,64,64,True,True
SCARF1,0.10869565217391304,46,46,True,True
SCCPDH,0.3081081081081081,185,185,True,True
SCD,0.5263157894736842,57,57,True,True
SCD5,0.2037037037037037,54,54,True,True
SCFD1,0.42718446601941745,103,103,True,True
SCFD2,0.20930232558139536,86,86,True,True
SCIN,0.32456140350877194,228,228,True,True
SCLY,0.08860759493670886,79,79,True,True
SCO1,0.2857142857142857,42,42,True,True
SCOC,0.27450980392156865,51,51,True,True
SCP2,0.07575757575757576,66,66,True,True
SCPEP1,0.05309734513274336,113,113,True,True
SCRIB,0.6809815950920245,163,163,True,True
SCRN1,0.2838427947598253,229,229,True,True
SCRN2,0.008928571428571428,112,112,True,True
SCRN3,0.21818181818181817,110,110,True,True
SCUBE3,0.20618556701030927,97,97,True,True
SCYL1,0.6632653061224489,98,98,True,True
SCYL2,0.6568627450980392,102,102,True,True
SCYL3,0.5306122448979592,196,196,True,True
SDAD1,0.71875,64,64,True,True
SDC1,0.631578947368421,114,114,True,True
SDC2,0.30120481927710846,166,166,True,True
SDC4,0.23648648648648649,148,148,True,True
SDCBP,0.1037037037037037,135,135,True,True
SDCCAG8,0.3010752688172043,186,186,True,True
SDE2,0.6065573770491803,183,183,True,True
SDF2,0.780952380952381,105,105,True,True
SDF2L1,0.5526315789473685,76,76,True,True
SDF4,0.6338028169014085,71,71,True,True
SDHA,0.13756613756613756,189,189,True,True
SDHAF2,0.5061728395061729,81,81,True,True
SDHB,0.13432835820895522,67,67,True,True
SDR39U1,0.04819277108433735,83,83,True,True
SDS,0.6938775510204082,98,98,True,True
SDSL,0.1326530612244898,98,98,True,True
SEC11A,0.5076923076923077,65,65,True,True
SEC11C,0.5094339622641509,53,53,True,True
SEC13,0.3125,48,48,True,True
SEC14L1,0.13559322033898305,118,118,True,True
SEC14L2,0.6617647058823529,68,68,True,True
SEC16A,0.639344262295082,61,61,True,True
SEC22A,0.7310924369747899,119,119,True,True
SEC22B,0.3671497584541063,207,207,True,True
SEC23A,0.5333333333333333,105,105,True,True
SEC23B,0.49635036496350365,137,137,True,True
SEC23IP,0.765625,64,64,True,True
SEC24A,0.8055555555555556,108,108,True,True
SEC24B,0.3404255319148936,47,47,True,True
SEC24C,0.6811594202898551,69,69,True,True
SEC24D,0.673469387755102,49,49,True,True
SEC31A,0.32727272727272727,55,55,True,True
SEC61A1,0.7131147540983607,122,122,True,True
SEC61B,0.603448275862069,58,58,True,True
SEC61G,0.23684210526315788,228,228,True,True
SEC62,0.6666666666666666,186,186,True,True
SEC63,0.8085106382978723,47,47,True,True
SECISBP2,0.43103448275862066,58,58,True,True
SECISBP2L,0.11320754716981132,53,53,True,True
SEH1L,0.71,100,100,True,True
SEL1L,0.6708860759493671,79,79,True,True
SELENBP1,0.07035175879396985,199,199,True,True
SELL,0.02030456852791878,197,197,True,True
SELP,0.030612244897959183,196,196,True,True
SEMA4B,0.8888888888888888,72,72,True,True
SEMA4C,0.42857142857142855,112,112,True,True
SEMA4D,0.2711864406779661,59,59,True,True
SENP1,0.7456140350877193,114,114,True,True
SENP3,0.7142857142857143,42,42,True,True
SENP6,0.4098360655737705,61,61,True,True
SENP7,0.3963963963963964,111,111,True,True
SENP8,0.14516129032258066,62,62,True,True
SEPHS1,0.3373493975903614,83,83,True,True
SEPHS2,0.25892857142857145,112,112,True,True
SEPSECS,0.08771929824561403,57,57,True,True
SERAC1,0.06521739130434782,46,46,True,True
SERBP1,0.6610169491525424,59,59,True,True
SERF2,0.49019607843137253,51,51,True,True
SERGEF,0.25806451612903225,62,62,True,True
SERINC1,0.3076923076923077,52,52,True,True
SERINC3,0.5,148,148,True,True
SERPINA1,0.012048192771084338,83,83,True,True
SERPINA10,0.07228915662650602,83,83,True,True
SERPINA3,0.012048192771084338,83,83,True,True
SERPINA4,0.03614457831325301,83,83,True,True
SERPINA5,0.0,83,83,True,True
SERPINA6,0.0,83,83,True,True
SERPINB1,0.23595505617977527,89,89,True,True
SERPINB10,0.2033898305084746,59,59,True,True
SERPINB6,0.033707865168539325,89,89,True,True
SERPINB8,0.3728813559322034,59,59,True,True
SERPINB9,0.12359550561797752,89,89,True,True
SERPINC1,0.005,200,200,True,True
SERPIND1,0.012048192771084338,83,83,True,True
SERPINE2,0.35,80,80,True,True
SERPINF1,0.17777777777777778,45,45,True,True
SERPINF2,0.0,46,46,True,True
SERPING1,0.0,79,79,True,True
SERPINH1,0.9081632653061225,98,98,True,True
SERPINI1,0.18994413407821228,179,179,True,True
SESN1,0.0,46,46,True,True
SESTD1,0.037383177570093455,107,107,True,True
SET,0.85,60,60,True,True
SETD1A,0.5945945945945946,111,111,True,True
SETD1B,0.32989690721649484,97,97,True,True
SETD2,0.5777777777777777,45,45,True,True
SETD3,0.2891566265060241,83,83,True,True
SETD7,0.19607843137254902,51,51,True,True
SETDB1,0.9343434343434344,198,198,True,True
SETMAR,0.08333333333333333,48,48,True,True
SETX,0.5789473684210527,57,57,True,True
SF1,0.7912087912087912,91,91,True,True
SF3A1,0.75,68,68,True,True
SF3A2,0.7702702702702703,74,74,True,True
SF3A3,0.725,80,80,True,True
SF3B1,0.7575757575757576,99,99,True,True
SF3B2,0.8163265306122449,98,98,True,True
SF3B3,0.8383838383838383,99,99,True,True
SF3B4,0.6307692307692307,195,195,True,True
SF3B5,0.6153846153846154,52,52,True,True
SF3B6,0.8157894736842105,114,114,True,True
SFN,0.8360655737704918,61,61,True,True
SFPQ,0.8028169014084507,71,71,True,True
SFRP1,0.08695652173913043,115,115,True,True
SFRP4,0.5089285714285714,224,224,True,True
SFSWAP,0.6777777777777778,90,90,True,True
SFT2D3,0.5471698113207547,106,106,True,True
SFXN1,0.47692307692307695,130,130,True,True
SFXN2,0.22413793103448276,58,58,True,True
SFXN3,0.3508771929824561,57,57,True,True
SFXN4,0.1746031746031746,63,63,True,True
SFXN5,0.06611570247933884,121,121,True,True
SGCD,0.07317073170731707,123,123,True,True
SGCE,0.06726457399103139,223,223,True,True
SGPL1,0.8676470588235294,68,68,True,True
SGPP1,0.22988505747126436,87,87,True,True
SGSH,0.05309734513274336,113,113,True,True
SGSM3,0.2033898305084746,59,59,True,True
SGTA,0.6986301369863014,73,73,True,True
SGTB,0.21428571428571427,84,84,True,True
SH2B1,0.11711711711711711,111,111,True,True
SH2D4A,0.48214285714285715,56,56,True,True
SH3BGRL2,0.07017543859649122,57,57,True,True
SH3BGRL3,0.2833333333333333,60,60,True,True
SH3BP1,0.625,56,56,True,True
SH3BP2,0.23214285714285715,56,56,True,True
SH3BP4,0.6375,80,80,True,True
SH3BP5,0.08333333333333333,48,48,True,True
SH3BP5L,0.48677248677248675,189,189,True,True
SH3D19,0.08163265306122448,49,49,True,True
SH3GL1,0.5866666666666667,75,75,True,True
SH3GLB1,0.3770491803278688,61,61,True,True
SH3GLB2,0.03333333333333333,60,60,True,True
SH3PXD2A,0.5818181818181818,55,55,True,True
SH3PXD2B,0.7461538461538462,130,130,True,True
SH3RF1,0.5,48,48,True,True
SH3TC1,0.12280701754385964,57,57,True,True
SHANK2,0.11009174311926606,109,109,True,True
SHANK3,0.0,67,67,True,True
SHARPIN,0.2865853658536585,164,164,True,True
SHB,0.359375,64,64,True,True
SHBG,0.07142857142857142,42,42,True,True
SHC1,0.6313131313131313,198,198,True,True
SHKBP1,0.43103448275862066,116,116,True,True
SHMT1,0.2553191489361702,47,47,True,True
SHMT2,0.6722689075630253,119,119,True,True
SHOC2,0.2,60,60,True,True
SHPK,0.023809523809523808,42,42,True,True
SHROOM3,0.046153846153846156,65,65,True,True
SIAE,0.17142857142857143,70,70,True,True
SIAH1,0.1919191919191919,99,99,True,True
SIDT2,0.0410958904109589,73,73,True,True
SIGLEC1,0.17293233082706766,133,133,True,True
SIK2,0.11267605633802817,71,71,True,True
SIK3,0.0821917808219178,73,73,True,True
SIKE1,0.25,60,60,True,True
SIL1,0.6608695652173913,115,115,True,True
SIN3A,0.6290322580645161,62,62,True,True
SIN3B,0.5913978494623656,93,93,True,True
SIPA1,0.14432989690721648,97,97,True,True
SIPA1L1,0.4625,80,80,True,True
SIPA1L3,0.5590551181102362,127,127,True,True
SIRPA,0.12030075187969924,133,133,True,True
SIRT1,0.47058823529411764,68,68,True,True
SIRT2,0.16793893129770993,131,131,True,True
SIRT3,0.16326530612244897,49,49,True,True
SIRT5,0.18085106382978725,94,94,True,True
SIRT6,0.38666666666666666,75,75,True,True
SKAP2,0.1894273127753304,227,227,True,True
SKIV2L,0.19387755102040816,98,98,True,True
SKP1,0.28703703703703703,108,108,True,True
SLAIN2,0.4935064935064935,77,77,True,True
SLC12A2,0.3883495145631068,103,103,True,True
SLC12A4,0.2604166666666667,96,96,True,True
SLC12A6,0.28,50,50,True,True
SLC12A7,0.8031088082901554,193,193,True,True
SLC12A9,0.365296803652968,219,219,True,True
SLC15A4,0.2777777777777778,90,90,True,True
SLC16A1,0.5166666666666667,60,60,True,True
SLC16A3,0.9,110,110,True,True
SLC17A5,0.171875,64,64,True,True
SLC1A4,0.6065573770491803,122,122,True,True
SLC1A5,0.5783132530120482,83,83,True,True
SLC20A2,0.6311475409836066,122,122,True,True
SLC22A18,0.4117647058823529,51,51,True,True
SLC25A1,0.2875,80,80,True,True
SLC25A10,0.2672413793103448,116,116,True,True
SLC25A11,0.07142857142857142,42,42,True,True
SLC25A12,0.33035714285714285,112,112,True,True
SLC25A13,0.4330357142857143,224,224,True,True
SLC25A15,0.2692307692307692,52,52,True,True
SLC25A19,0.3870967741935484,124,124,True,True
SLC25A20,0.023809523809523808,42,42,True,True
SLC25A22,0.3673469387755102,49,49,True,True
SLC25A24,0.25806451612903225,62,62,True,True
SLC25A25,0.3870967741935484,62,62,True,True
SLC25A3,0.38,100,100,True,True
SLC25A32,0.5470588235294118,170,170,True,True
SLC25A4,0.1,50,50,True,True
SLC25A40,0.36160714285714285,224,224,True,True
SLC25A46,0.14606741573033707,89,89,True,True
SLC27A1,0.20212765957446807,94,94,True,True
SLC27A2,0.07547169811320754,53,53,True,True
SLC27A3,0.1076923076923077,195,195,True,True
SLC27A4,0.3333333333333333,60,60,True,True
SLC2A1,0.4482758620689655,87,87,True,True
SLC2A13,0.13675213675213677,117,117,True,True
SLC2A3,0.5073529411764706,136,136,True,True
SLC30A1,0.5027322404371585,183,183,True,True
SLC30A5,0.5357142857142857,84,84,True,True
SLC30A6,0.3017241379310345,116,116,True,True
SLC30A9,0.208955223880597,67,67,True,True
SLC33A1,0.6851851851851852,162,162,True,True
SLC35B2,0.7735849056603774,106,106,True,True
SLC35E1,0.8260869565217391,92,92,True,True
SLC35F6,0.4,115,115,True,True
SLC37A4,0.22857142857142856,70,70,True,True
SLC38A10,0.43478260869565216,115,115,True,True
SLC39A10,0.494949494949495,99,99,True,True
SLC39A11,0.55,120,120,True,True
SLC39A14,0.4745762711864407,59,59,True,True
SLC39A7,0.4845360824742268,97,97,True,True
SLC3A2,0.525,80,80,True,True
SLC43A2,0.10638297872340426,47,47,True,True
SLC44A1,0.3,60,60,True,True
SLC44A2,0.011764705882352941,85,85,True,True
SLC4A1,0.02727272727272727,110,110,True,True
SLC4A1AP,0.9327731092436975,119,119,True,True
SLC4A2,0.3316831683168317,202,202,True,True
SLC4A7,0.6875,48,48,True,True
SLC8A1,0.06956521739130435,115,115,True,True
SLC9A1,0.1774193548387097,62,62,True,True
SLC9A3R1,0.32231404958677684,121,121,True,True
SLC9A3R2,0.03,100,100,True,True
SLC9A9,0.18120805369127516,149,149,True,True
SLCO2A1,0.046875,128,128,True,True
SLFN11,0.24,100,100,True,True
SLFN5,0.42424242424242425,99,99,True,True
SLIRP,0.26582278481012656,79,79,True,True
SLIT2,0.017543859649122806,57,57,True,True
SLK,0.2727272727272727,55,55,True,True
SLMAP,0.16666666666666666,42,42,True,True
SLPI,0.1292517006802721,147,147,True,True
SLTM,0.8301886792452831,53,53,True,True
SLU7,0.9180327868852459,122,122,True,True
SMAD2,0.603448275862069,58,58,True,True
SMAD3,0.3559322033898305,59,59,True,True
SMAD4,0.3333333333333333,54,54,True,True
SMAD5,0.21818181818181817,110,110,True,True
SMAP1,0.5,64,64,True,True
SMAP2,0.35555555555555557,90,90,True,True
SMARCA2,0.37037037037037035,54,54,True,True
SMARCA4,0.7529411764705882,85,85,True,True
SMARCA5,0.8461538461538461,52,52,True,True
SMARCAD1,0.88,50,50,True,True
SMARCAL1,0.5542168674698795,83,83,True,True
SMARCB1,0.5066666666666667,75,75,True,True
SMARCC1,0.6585365853658537,41,41,True,True
SMARCC2,0.5785123966942148,121,121,True,True
SMARCD1,0.49557522123893805,113,113,True,True
SMARCD2,0.6910569105691057,123,123,True,True
SMARCE1,0.6126126126126126,111,111,True,True
SMC2,0.9152542372881356,59,59,True,True
SMC3,0.39655172413793105,58,58,True,True
SMC4,0.937888198757764,161,161,True,True
SMC5,0.5666666666666667,60,60,True,True
SMC6,0.7217391304347827,115,115,True,True
SMCHD1,0.8703703703703703,108,108,True,True
SMCR8,0.2978723404255319,47,47,True,True
SMG1,0.8155339805825242,103,103,True,True
SMG5,0.71,200,200,True,True
SMG6,0.4318181818181818,44,44,True,True
SMG7,0.9109947643979057,191,191,True,True
SMG8,0.9416666666666667,120,120,True,True
SMG9,0.7142857142857143,98,98,True,True
SMIM12,0.4857142857142857,70,70,True,True
SMIM20,0.19298245614035087,57,57,True,True
SMN1,0.7411764705882353,85,85,True,True
SMNDC1,0.8070175438596491,57,57,True,True
SMOC1,0.1794871794871795,78,78,True,True
SMPD1,0.10909090909090909,55,55,True,True
SMPD4,0.7227722772277227,101,101,True,True
SMPDL3A,0.2857142857142857,49,49,True,True
SMPDL3B,0.22580645161290322,62,62,True,True
SMTN,0.0,63,63,True,True
SMU1,0.7402597402597403,77,77,True,True
SMUG1,0.14782608695652175,115,115,True,True
SMYD2,0.5439560439560439,182,182,True,True
SMYD3,0.3783783783783784,185,185,True,True
SMYD5,0.5163934426229508,122,122,True,True
SNAP23,0.47058823529411764,51,51,True,True
SNAP29,0.5903614457831325,83,83,True,True
SNAP47,0.5138121546961326,181,181,True,True
SNAPIN,0.28717948717948716,195,195,True,True
SNCA,0.018518518518518517,54,54,True,True
SNCG,0.08333333333333333,60,60,True,True
SND1,0.81,200,200,True,True
SNED1,0.28,75,75,True,True
SNF8,0.1810344827586207,116,116,True,True
SNIP1,0.6419753086419753,81,81,True,True
SNRK,0.0,47,47,True,True
SNRNP200,0.9017857142857143,112,112,True,True
SNRNP27,0.7647058823529411,119,119,True,True
SNRNP40,0.6461538461538462,65,65,True,True
SNRNP70,0.7415730337078652,89,89,True,True
SNRPA,0.6608695652173913,115,115,True,True
SNRPA1,0.7564102564102564,78,78,True,True
SNRPB2,0.6691176470588235,136,136,True,True
SNRPC,0.7551020408163265,98,98,True,True
SNRPD1,0.6785714285714286,112,112,True,True
SNRPD2,0.717391304347826,92,92,True,True
SNRPD3,0.7083333333333334,72,72,True,True
SNRPE,0.1989795918367347,196,196,True,True
SNRPF,0.6862745098039216,102,102,True,True
SNRPG,0.7310924369747899,119,119,True,True
SNTA1,0.04242424242424243,165,165,True,True
SNTB1,0.03932584269662921,178,178,True,True
SNTB2,0.05154639175257732,97,97,True,True
SNUPN,0.6190476190476191,63,63,True,True
SNW1,0.8607594936708861,79,79,True,True
SNX1,0.05357142857142857,56,56,True,True
SNX11,0.23684210526315788,114,114,True,True
SNX13,0.19213973799126638,229,229,True,True
SNX14,0.07692307692307693,52,52,True,True
SNX15,0.043010752688172046,93,93,True,True
SNX16,0.16,150,150,True,True
SNX17,0.01694915254237288,118,118,True,True
SNX18,0.08888888888888889,90,90,True,True
SNX2,0.041237113402061855,97,97,True,True
SNX21,0.14285714285714285,147,147,True,True
SNX24,0.1326530612244898,98,98,True,True
SNX27,0.22727272727272727,198,198,True,True
SNX29,0.2830188679245283,106,106,True,True
SNX3,0.0851063829787234,47,47,True,True
SNX30,0.01818181818181818,55,55,True,True
SNX33,0.1746031746031746,63,63,True,True
SNX4,0.06557377049180328,122,122,True,True
SNX5,0.014705882352941176,136,136,True,True
SNX6,0.14678899082568808,109,109,True,True
SNX7,0.47692307692307695,65,65,True,True
SNX8,0.45495495495495497,222,222,True,True
SNX9,0.06521739130434782,46,46,True,True
SOAT1,0.4656084656084656,189,189,True,True
SOD1,0.08108108108108109,74,74,True,True
SOD2,0.13043478260869565,46,46,True,True
SOD3,0.0,57,57,True,True
SOGA1,0.6776315789473685,152,152,True,True
SON,0.9066666666666666,75,75,True,True
SORBS1,0.0,60,60,True,True
SORBS2,0.02,50,50,True,True
SORBS3,0.0,59,59,True,True
SORCS2,0.1896551724137931,58,58,True,True
SORD,0.48,50,50,True,True
SORL1,0.38571428571428573,70,70,True,True
SORT1,0.20967741935483872,62,62,True,True
SOS1,0.4322033898305085,118,118,True,True
SOS2,0.14736842105263157,95,95,True,True
SOWAHC,0.27102803738317754,107,107,True,True
SP1,0.49107142857142855,112,112,True,True
SP100,0.4567901234567901,81,81,True,True
SP110,0.49382716049382713,81,81,True,True
SP2,0.13392857142857142,112,112,True,True
SP3,0.5909090909090909,110,110,True,True
SP4,0.4104803493449782,229,229,True,True
SPAG1,0.4418604651162791,172,172,True,True
SPAG7,0.6666666666666666,42,42,True,True
SPAG9,0.3008130081300813,123,123,True,True
SPARC,0.6229508196721312,122,122,True,True
SPARCL1,0.03636363636363636,55,55,True,True
SPAST,0.8706896551724138,116,116,True,True
SPATA13,0.16,50,50,True,True
SPATA20,0.144,125,125,True,True
SPATA5,0.32653061224489793,49,49,True,True
SPATA5L1,0.1568627450980392,51,51,True,True
SPATS2,0.9459459459459459,111,111,True,True
SPATS2L,0.88,100,100,True,True
SPCS2,0.5360824742268041,97,97,True,True
SPCS3,0.5714285714285714,49,49,True,True
SPECC1,0.22641509433962265,53,53,True,True
SPECC1L,0.0958904109589041,73,73,True,True
SPEN,0.8260869565217391,69,69,True,True
SPG11,0.061224489795918366,49,49,True,True
SPG21,0.15517241379310345,58,58,True,True
SPG7,0.24691358024691357,81,81,True,True
SPHK2,0.06666666666666667,90,90,True,True
SPICE1,0.5929203539823009,113,113,True,True
SPIN1,0.41379310344827586,58,58,True,True
SPINT2,0.72,125,125,True,True
SPIRE1,0.17346938775510204,98,98,True,True
SPN,0.1592920353982301,113,113,True,True
SPNS1,0.21621621621621623,111,111,True,True
SPON1,0.07246376811594203,69,69,True,True
SPP1,0.5714285714285714,56,56,True,True
SPP2,0.075,80,80,True,True
SPR,0.20168067226890757,119,119,True,True
SPRYD3,0.13392857142857142,112,112,True,True
SPRYD4,0.1440677966101695,118,118,True,True
SPRYD7,0.3,50,50,True,True
SPTA1,0.06060606060606061,198,198,True,True
SPTAN1,0.0,59,59,True,True
SPTB,0.038461538461538464,78,78,True,True
SPTBN1,0.0,120,120,True,True
SPTBN2,0.21904761904761905,105,105,True,True
SPTLC1,0.711864406779661,59,59,True,True
SPTLC2,0.7948717948717948,78,78,True,True
SPTY2D1,0.8032786885245902,61,61,True,True
SQLE,0.398876404494382,178,178,True,True
SQSTM1,0.5,132,132,True,True
SRA1,0.5932203389830508,118,118,True,True
SRBD1,0.42857142857142855,119,119,True,True
SRC,0.3221476510067114,149,149,True,True
SRCAP,0.8648648648648649,111,111,True,True
SRD5A3,0.5764705882352941,85,85,True,True
SREK1,0.7380952380952381,84,84,True,True
SRF,0.3211009174311927,109,109,True,True
SRFBP1,0.96875,96,96,True,True
SRGAP1,0.3008130081300813,123,123,True,True
SRGAP2,0.34210526315789475,190,190,True,True
SRI,0.3031674208144796,221,221,True,True
SRM,0.4307692307692308,65,65,True,True
SRP14,0.782608695652174,46,46,True,True
SRP19,0.37362637362637363,91,91,True,True
SRP54,0.6330275229357798,109,109,True,True
SRP68,0.6218487394957983,119,119,True,True
SRP72,0.7341772151898734,79,79,True,True
SRP9,0.6502732240437158,183,183,True,True
SRPK1,0.8775510204081632,98,98,True,True
SRPK2,0.5071090047393365,211,211,True,True
SRPRB,0.7952755905511811,127,127,True,True
SRR,0.06818181818181818,44,44,True,True
SRRM1,0.7049180327868853,61,61,True,True
SRRM2,0.8585858585858586,99,99,True,True
SRRT,0.6529680365296804,219,219,True,True
SRSF1,0.5752212389380531,113,113,True,True
SRSF10,0.7049180327868853,61,61,True,True
SRSF11,0.765625,64,64,True,True
SRSF2,0.6923076923076923,117,117,True,True
SRSF3,0.6868686868686869,99,99,True,True
SRSF4,0.65625,64,64,True,True
SRSF5,0.5921052631578947,76,76,True,True
SRSF6,0.7666666666666667,150,150,True,True
SRSF7,0.7647058823529411,119,119,True,True
SRSF9,0.9081632653061225,98,98,True,True
SRXN1,0.5151515151515151,132,132,True,True
SS18,0.5116279069767442,86,86,True,True
SSB,0.7946428571428571,112,112,True,True
SSBP1,0.5841584158415841,202,202,True,True
SSC5D,0.1134020618556701,97,97,True,True
SSH1,0.24509803921568626,102,102,True,True
SSH3,0.2037037037037037,108,108,True,True
SSNA1,0.6507936507936508,63,63,True,True
SSR1,0.6847826086956522,92,92,True,True
SSR2,0.285,200,200,True,True
SSR3,0.64375,160,160,True,True
SSRP1,0.8571428571428571,77,77,True,True
SSU72,0.8115942028985508,69,69,True,True
ST13,0.45,60,60,True,True
ST14,0.5492957746478874,71,71,True,True
ST5,0.29310344827586204,58,58,True,True
ST6GAL1,0.631578947368421,171,171,True,True
STAB1,0.15555555555555556,45,45,True,True
STAG1,0.18248175182481752,137,137,True,True
STAM,0.1951219512195122,82,82,True,True
STAM2,0.12745098039215685,102,102,True,True
STAMBP,0.5950413223140496,121,121,True,True
STAMBPL1,0.3050847457627119,59,59,True,True
STARD10,0.12745098039215685,102,102,True,True
STARD13,0.0784313725490196,51,51,True,True
STARD7,0.1891891891891892,111,111,True,True
STAT1,0.7128712871287128,101,101,True,True
STAT2,0.7647058823529411,119,119,True,True
STAT3,0.5267857142857143,112,112,True,True
STAT5A,0.044642857142857144,112,112,True,True
STAT5B,0.044642857142857144,112,112,True,True
STAT6,0.20689655172413793,116,116,True,True
STAU1,0.9121621621621622,148,148,True,True
